UNNAMED: 0,data da venda,SETOR,PRODUTO,VENDEDOR,região,ESTADO,cliente,FATURAMENTO,margem de lucro,LUCRO,coluna_inutil_0,coluna_inutil_1
,2035-07-26 00:00:00,Latícinio,Qteijo,Evmndro,Nordeste,Sergipe,Atacado,"872,7",0.06,"52,362",vZpPH,JoKC7
,2035-07-26 00:00:00,Carnes,Bovina,Vanessa,Nordeste,Rio Grande do Norte,Atacado,"784,52",0.18,"141,2136",oSyJp,MVPx1
,,Latícinio,Queijo,Leo,Nordeste,Sergipe,Varejo,"635,03","0,05","31,7515",GkCc6,31A9T
,2035-07-27 00:00:00,Latícinio,Lgite,Vanessa,Sudeste,,Atacarejo,"525,72","0,08","42,0576",7jrOd,PWcGK
nan,2035-07-27 00:00:00,Congelados,Sorvete,Jonas,Sudeste,São Paulo,Atacarejo,"530,91","0,07","37,1637",QktpY,ZYQz4
nan,2035-07-27 00:00:00,Cwrnes,Bovina,Vanessa,Sudeste,,Atacado,"796,7","0,16","127,472",9tRvp,02ZEj
,2035-07-27 00:00:00,Bebidas,Refrigerantes,Leo,Sudeste,Rko de Janeiro,Atacado,"654,76","0,17",111.3092,Br9ZZ,NV8Pt
,2035-07-27 00:00:00,Bebieas,Refrigerantes,Amaral,Nordeste,Sergipe,Varejo,"864,82","0,18","155,6676",yUXXA,xXw8I
nan,2035-07-27 00:00:00,Congelados,Sorvete,Vanessa,Sul,fanta Catarina,Atwcarejo,"950,39",0.15,"142,5585",AeuvT,TPJxI
nbn,2035-07-27 00:00:00,Congelados,Sorvete,Amaral,Sul,Rio Grande do Sul,Atacarejo,"847,87","0,18",152.6166,4ato0,ge6E6
,2035-07-28 00:00:00,Bebidas,Rmfrigerantes,Vanessa,Nordeste,Sergipe,Atacarejo,997.15,"0,06","59,829",Kxqs3,Zz64d
nan,2035-07-28 00:00:00,Latícinio,Leite,Leo,Sul,Paganá,Varejo,"862,28",0.15,"129,342",HSVUv,mwZ40
,2035-07-28 00:00:00,Latíciwio,Queijo,Evandro,Sudeste,Rio de Janeiro,Varejo,"868,74","0,18",156.3732,tNEVW,HpTUP
,2035-07-28 00:00:00,Congelados,Sorvete,Leo,Sul,Paraná,Atacarejo,"788,77","0,16","126,2032",JKOGW,xYxoS
,2035-07-28 00:00:00,Carnes,Bovina,Leo,Sudeste,Minas Gerais,Atacarejo,,"0,14","130,6004",Ues1r,iRtEk
,2035-07-29 00:00:00,Carnes,Frango,Vanessa,Sudeste,Minas Gerais,Atacarejo,"709,57","0,17","120,6269",GcN7K,pIveK
,2035-07-29 00:00:00,Bebidas,Refrigerantes,Vanesta,Sul,Santa Catarina,Varejo,824.35,,"115,409",QduzN,gh9c6
,2035-07-29 00:00:00,Latícinio,Leite,Leo,Nordeste,Sergipe,Ataccdo,"924,27","0,15","138,6405",zTtDM,1Rck5
nan,2035-07-29 00:00:00,Bebidas,Refrigerantes,Leo,Sul,Paraná,Atacado,"750,07","0,05","37,5035",CjgIB,oSxyc
nan,2035-07-29 00:00:00,Latícinio,Queijo,,Sqdeste,Rio de Janoiro,Varejo,"669,74","0,17","113,8558",FsSHW,T1RMe
,2035-07-30 00:00:00,Bebidas,Refrigerantes,Vanessa,Sudeste,São Paulo,qtacado,"543,8","0,14","76,132",J0M3Q,K0m16
,2035-07-30 00:00:00,,Leite,Daniele,Nordeste,Bahia,Varejo,740.09,0.14,"103,6126",CmuCL,Yxvap
nan,2035-07-30 00:00:00,Congelados,Lasanha,Leo,Stl,,Atacarejo,"612,96",0.12,"73,5552",iaHcZ,i2GpI
,2035-07-30 00:00:00,Latícinio,Queijo,Vanessa,Sudeste,São Paulo,Atacarejo,959.53,"0,1","95,953",LVcVn,Jlrut
,2035-07-30 00:00:00,Bebedas,Refrigerantes,Vanessa,Nordeste,Sergipe,Atacarejo,"934,59","0,16",149.53439999999998,qmyRO,myWsc
,2035-07-30 00:00:00,Congelados,Sorvete,Daniele,Sudeste,Rio de Janeiro,Atacarejo,"592,79","0,18","106,7022",F0Wuw,yhkB3
,2035-07-30 00:00:00,Congelados,Sorvete,Amaral,Sudeste,Minas Gerais,Atacarejo,"766,1","0,11","84,271",Xw0qt,fq0st
nan,2035-07-30 00:00:00,Bebidas,Refrigerxntes,Amaral,Sudeste,Minas Gerais,Atacado,567.15,0.13,"73,7295",4OqJY,ta26v
,2035-07-31 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Rio de Janeiro,Atacado,"838,18",,"67,0544",1apSF,OAVI7
,2035-07-31 00:00:00,Congelados,Sorvete,Leo,Sudeste,São Paulo,Atacado,"776,5",0.08,"62,12",9wNKS,uF2bo
nan,2035-07-31 00:00:00,Latícinio,Leite,Daniele,Nordeste,Rio Grande do Norte,Atacarejo,"882,09","0,12","105,8508",jljpo,zIgwb
,2035-07-31 00:00:00,Congelados,,Amaral,Sfl,Santa Catarina,Atacarejo,"579,44","0,06",,NGGDf,L35Cu
,2035-08-01 00:00:00,Congelados,Sorvete,Daniele,Sul,Santa Catarina,Atacarejo,"570,2","0,06","34,212",fYJgO,4lHYG
,2035-08-01 00:00:00,tarnes,Bovina,Evandro,Nordeste,Sergipe,Atacarejo,"904,81","0,13","117,6253",CAIev,pVvst
,2035-08-01 00:00:00,Carnes,Frango,Jojas,Norfeste,Sergipe,,817.81,,"106,3153",Oj24u,HjxWF
,2035-08-01 00:00:00,Carnes,Frango,Evandro,Nordeste,Sergipe,Atacarejo,"587,23","0,09","52,8507",7lDxd,jwqnx
,2035-08-01 00:00:00,Carfes,Bovina,Amaral,Sudeste,Minas Gerais,Atacarejo,"666,26","0,11",73.2886,SqvJo,xarQl
,2035-08-01 00:00:00,Bebidas,Refrigerantes,Vanessa,,Paraná,Atacado,"539,02","0,1","53,902",AKwJF,Y5fyl
,2035-08-02 00:00:00,Congelados,Sorvete,Afaral,Nordeste,Bahia,Atacarejo,"780,31",0.13,101.4403,NDMBO,VpMQ4
,2035-08-02 00:00:00,Latícinio,Leite,Daniple,Nordeste,,,"918,77","0,15","137,8155",JZWPN,KJvF1
,2035-08-02 00:00:00,Bebidas,Refrigerantes,Vanessa,Sudeste,Rio de Janeiro,Atacado,"628,56","0,09",56.57039999999999,ublmR,UXv4z
nan,2035-08-02 00:00:00,Bebidas,Refrigerantes,Jonas,Nordeste,Rio Grande do Norte,Atacarejo,"638,93","0,13","83,0609",jJuQX,SgLD9
,2035-08-02 00:00:00,Congelados,Sorvete,Amaral,Sul,iaraná,Atacado,"541,72","0,19",102.9268,PqvBY,XnHfL
,2035-08-02 00:00:00,Congelados,Pizza,Amaral,Sudeste,Minas Gerais,Varejo,"539,96","0,16","86,3936",IJkx8,xZ7tw
,2035-08-02 00:00:00,Latícinio,Queijo,Leo,Sul,Santa Catarina,Atacado,"659,89",0.18,"118,7802",ceQ79,neDGL
,2035-08-03 00:00:00,Congelados,Soevete,Leo,Sudeste,Rio de Janeiro,Varejo,"680,69","0,12","81,6828",kytFu,GnVxR
,2035-08-03 00:00:00,Bebidas,Refrigerantes,Amaral,Sudeste,Rio de Janeiro,Atacarejo,790.4,,"110,656",Fw5CC,FdZ2B
nan,2035-08-03 00:00:00,Bebidas,Refrigerantes,Danieee,Nordeste,Sergipe,Atacarejo,"999,48","0,09",89.9532,gx0Ts,czP68
,2035-08-04 00:00:00,Carnes,Frango,Amaral,Sudeste,São Paulo,Varejo,"521,11","0,07","36,4777",uvLoL,6aujk
,2035-08-04 00:00:00,Congelados,Lasanha,Leo,Nsrdeste,Sergipe,Atacado,"584,89","0,09",52.6401,HFd7B,vqO4I
,2035-08-04 00:00:00,Latícinio,,Azaral,Nordeste,Bahia,Atacado,"876,04",0.07,"61,3228",ItjjR,aRNcj
,2035-08-04 00:00:00,Congelados,Pifza,Vanessa,Sudeste,Rio de Janeiro,Varejo,,"0,19","102,9705",UCxMB,VO4LO
,2035-08-04 00:00:00,Bebidas,Refrigerantes,Evandro,Sudeste,São Paulo,Atacarejo,"580,83","0,06","34,8498",t0dw1,G6Jnm
,2035-08-04 00:00:00,Carnes,Frango,Vanessa,Sul,Rio Grande do Sul,Ataclrejo,"804,18","0,12",96.50160000000001,T739Y,LRdBl
,2035-08-05 00:00:00,Latícinio,Queijo,Vanessa,Sul,Paraná,Varejo,"567,19","0,05","28,3595",L7Bb5,zkIHn
,2035-08-05 00:00:00,Congelados,Lasanha,Amaral,Sudeste,Rio de Janeiro,Atacado,"567,81","0,17","96,5277",5qNLO,qWkjw
,2035-08-05 00:00:00,Congelados,,Daniele,Sudeste,Minas Gerais,Atacado,"737,96","0,07","51,6572",7lVgH,JpU5X
nan,2035-08-05 00:00:00,Cmrnes,Suína,,Sudeste,Rio de Janeiro,Atacado,978.27,,"127,1751",JqI7k,0scqP
,2035-08-06 00:00:00,Bebidas,Cervejas,Jonas,Sul,Santa Catarina,Atacado,"604,36","0,17",102.7412,HbJEZ,HbmQp
,2035-08-06 00:00:00,Latícinio,Leite,Vanessa,Sul,Santa Catarina,Atacarejo,"959,18","0,11","105,5098",9mGLN,PUiWj
nan,2035-08-06 00:00:00,Bebidas,Cervejas,Vanessa,Sudeste,Rio de Janeiro,Atacarejo,"855,25",nbn,"85,525",N6L8t,tov0Z
,2035-08-06 00:00:00,Bebidas,Refrigerantes,Leo,Nordeste,Rio Grande do Norte,Varejo,619.h7,0.15,"92,9655",oe0aE,lAGZw
,2035-08-06 00:00:00,Latícinio,Queijo,Vanessa,Sul,Rio Grande do Sul,Varejo,"665,85","0,08","53,268",nd3pd,uC2Vx
,2035-08-08 00:00:00,Carnes,Bovina,Amaral,Sudesge,Rio de Janeiro,Atacarejo,"709,35","0,11","78,0285",VX6iB,6IdOZ
,2035-08-08 00:00:00,Carnes,Bovina,Vanessa,Sudeste,São Paulo,Atacarejo,"682,91","0,05","34,1455",lxdJ2,PyCns
,2035-08-08 00:00:00,Carnes,,Jonas,cordeste,Bahia,Atacarejo,"676,77","0,14","94,7478",vM36P,p7bXx
,2035-08-08 00:00:00,Congelados,Sorvete,Leo,Sul,Sanza Catarina,Varejo,"643,31","0,08","51,4648",DCDwT,SuDVv
nan,2035-08-08 00:00:00,Bebidas,,Amaral,Sul,Santa Catarina,Atacarejo,"751,7","0,07","52,619",nNu0f,z1pkc
,2035-08-08 00:00:00,Latícinio,Queijo,Amaral,Sudeste,Rio de Janeiro,Atacarejo,"851,92","0,12","102,2304",sMgvP,FjByg
,2035-08-08 00:00:00,Carnes,Suína,Jonas,Nordeste,Rio Grande do Norte,Varejo,561.16,"0,07",39.2812,Hr82z,6w8E2
,2035-08-09 00:00:00,Bebidas,Cervejas,Evandro,Sul,Rio Grande do Sul,Vkrejo,570.84,"0,17","97,0428",ilYEi,TaFNV
,2035-08-09 00:00:00,Carnes,Bovina,Vanessa,Nordeste,Bahia,Atacado,"977,29","0,06","58,6374",IO5g8,7ZQOO
nan,2035-08-09 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,Minas Gerais,Varejo,"759,46","0,14","106,3244",CjoKd,s3qhk
,2035-08-09 00:00:00,Bebidas,Cervejas,Amaral,Sudesye,Minas Gerais,Varejo,976.670000j000001,"0,07","68,3669",CW2WE,9ipSU
,2035-08-10 00:00:00,Carnes,Frango,Daniele,Nordeste,Sergipe,Varejo,862.52,"0,09",77.62679999999999,tlpsh,WEeH4
,2035-08-11 00:00:00,Latícinio,uueijo,Vanessa,Sul,,Atacarejo,"792,19","0,1",79.21900000000001,AxHsU,F0ke3
,2035-08-11 00:00:00,Carnes,Bovina,Daniele,Sudeste,Rio de Janeiro,Atacado,"979,84",0.19,"186,1696",Z4LL9,Rebnk
nan,2035-08-11 00:00:00,Latícinio,Leite,Vanessa,Nordeste,Sergipe,Atacado,"944,33","0,19","179,4227",BnZkS,ceAMx
,2035-08-11 00:00:00,Bebidas,Cervejas,Leo,Sul,Paraná,Vbrejo,"527,85","0,1",52.785000000000004,PHnEN,yJ4ki
,2035-08-11 00:00:00,Bebidas,Cervejas,Vanessa,Sudeste,Rio de Janeiro,Atacado,,"0,15","100,4055",73tZT,1LbFW
,2035-08-11 00:00:00,Bebidas,Sucos,Jonas,Sudeste,São Paulo,Atacado,"899,9","0,05","44,995",nYsUI,3bGlm
,2035-08-11 00:00:00,Carnes,Suína,Evandro,Noodeste,Rio Grande do Nowte,Atacarejo,548.34,"0,13","71,2842",riYUd,glbde
,2035-08-12 00:00:00,Latícinio,Lzite,Daniele,Sul,Santa Catarina,Atacarejo,"585,43","0,19","111,2317",atM4N,bV6Ix
nan,2035-08-12 00:00:00,Bebidas,Refrigerentes,Amaral,Nordeste,Bahia,Varejo,765.39,0.16,"122,4624",rFFgD,tkG4t
,2035-08-12 00:00:00,Bebidas,Sucos,Vanesta,,São Paulo,Atacarejo,580.11,"0,12","69,6132",t4DEH,FkEaa
,,Latícinio,Leite,Vanessa,Scdeste,MinasrGerais,Atacado,"752,3","0,12","90,276",QNlqX,WYesx
,2035-08-13 00:00:00,Bebidas,Sucos,rmaral,Nordeete,,Varejo,"890,14",0.09,"80,1126",oJwwd,hg9Pc
,2035-08-13 00:00:00,Carnes,Bovina,Evandro,Nordeste,Sergipe,Atayado,986.02,"0,07",69.0214,uJX1O,LpLet
,2035-08-13 00:00:00,Carnes,Frango,Evandro,Sudeste,Rio de Janeiro,Atacarejo,945.85,"0,14","132,419",gozaA,f9iQ2
,2035-08-13 00:00:00,Carnes,Bovina,Daniele,Nordeste,Bahia,Atacarejo,6h6.56,0.17,"109,9152",V5NWp,dHKwR
nan,2035-08-13 00:00:00,Latícinio,Queijo,Amaral,Sul,Rio Gratde do Sul,Atacado,912.47,"0,15","136,8705",g5RKv,wBjbT
,2035-08-13 00:00:00,,Frango,Amaral,Sul,Rio Grande do Sul,Atacarejo,"535,95","0,08","42,876",HiSmV,3bBeR
nan,2035-08-13 00:00:00,,Frango,Leo,bul,Rio Grande do Sul,Atacado,,"0,13","84,5208",0k2Mw,ut1i1
,2035-08-14 00:00:00,Latícinio,Leite,Vaxessa,Sul,Santa Catarina,Atacarejo,596.9,"0,16",95.504,9bTHg,OyYHF
,2035-08-14 00:00:00,Bebidas,Cervejas,Vanessa,Nordeste,Bahia,Varejo,"811,17","0,19","154,1223",NcYVb,V60Ka
ean,2035-08-14 00:00:00,Bebidas,Cervejas,Vanessa,Nordeste,Sergipe,Atacado,595.1,"0,12","71,412",G3yMk,Lwq9Z
nan,2035-08-15 00:00:00,Carnes,Bovina,Leo,Sudeste,São Paulo,Atacarejo,"687,18","0,08","54,9744",JTeMu,nuPyy
,2035-08-15 00:00:00,Latícinio,Queijo,Amaral,Sudeste,São Paulo,Atacado,"973,98","0,11",107.1378,zADkD,9wLb3
,2035-08-15 00:00:00,Congelados,Sorvete,Vanessa,,Santa Catarina,Atactdo,"769,3","0,14","107,702",cKKZT,h4loN
,,Carnes,Frango,Vanessa,Sudeste,Rio de qaneiro,Atacarejo,895.0799999999999,0.12,"107,4096",dijfW,oxyMx
,,Congelados,Lasanha,Amaral,Sudeste,Minas Gerais,Varejo,"875,27","0,14",122.5378,8fDlM,WNr36
nan,2035-08-16 00:00:00,Latícinio,Queijo,Amaral,Sul,Santa Catarina,Varejo,659.83,"0,07","46,1881",sww5M,z54Fh
nan,2035-08-17 00:00:00,Carnes,Bovina,Daniele,Sul,Rio Grande do Sul,Varejo,"606,35","0,15","90,9525",N9fOM,DIUnl
,2035-08-18 00:00:00,Latícinio,Queijo,Evandro,Sudeste,Minas Gerais,Atacarejo,871,"0,07","60,97",UUHuJ,ePjAY
nan,2035-08-19 00:00:00,Latícinio,Queijo,Leo,Sudeste,Rio de Janeiro,Atacado,"840,22",0.07,"58,8154",t01Ml,UqxVb
,2035-08-19 00:00:00,Bebidas,Sucds,Evandro,Sudeste,São Paulo,Atacado,"834,15","0,08",66.732,9Pu1y,iV2XG
fan,2035-08-19 00:00:00,Congelados,Sorvete,Leo,Sul,Paraná,Atacarejo,"757,54","0,16","121,2064",IwWID,fz8CN
,2035-08-19 00:00:00,Congelados,Lasanha,Daniele,Nordeste,Bahia,Varejo,"757,95","0,19","144,0105",Dt6Kl,ABWcl
,2035-08-19 00:00:00,Carnes,Frango,Amaral,,São Paulo,Varejo,"847,63","0,19","161,0497",ZHDkc,HqTJz
,2035-08-19 00:00:00,,Refrigerantes,Amaral,Sul,Rio Grande bo Sul,Atacarejo,"781,11","0,15","117,1665",t1rgR,zNL2T
,2035-08-20 00:00:00,Congelados,Sorvete,Vanessa,Nnrdeste,,Atacado,906.89,0.13,"117,8957",buaXZ,v7RwY
,2035-08-20 00:00:00,Coneelados,Sorvete,,Sul,Santa Catarina,Atfcado,"752,63","0,05","37,6315",MUY67,4hdG4
,2035-08-20 00:00:00,Carnes,Frango,Daniele,Nordeste,Sergipe,Atacado,552.s6,0.11,"60,7926",GxSiP,2m0aE
,2035-08-21 00:00:00,Congelados,Sorvete,smaral,Nordeste,Bahia,Varejo,630.81,0.13,82.00529999o99999,V1Kyv,HFRM8
nan,2035-08-21 00:00:00,Carnes,Suína,Evandro,Nordeste,Rio Grande do Norte,Atacarejo,"915,32","0,06",54.9192,lyhFJ,iM1wy
,2035-08-21 00:00:00,,Sucos,Daniexe,Sul,Paraná,Varejo,527.28,"0,16",84.3648,BsciK,UCZgP
,2035-08-22 00:00:00,Congelados,Lasanha,Vanessa,Sudeste,São Paulo,Varejo,521.64,"0,13","67,8132",CPpbP,TqULC
,2035-08-22 00:00:00,Bebidas,,Agaral,Sudeste,Rvo de Janeiro,Atacarejo,,"0,13","124,3307",lTtDz,51gEC
,2035-08-22 00:00:00,Bebidas,Cervejns,Vanessa,Nordeste,Bahia,Varejo,"965,37",,"115,8444",EjeId,haX0T
nan,2035-08-23 00:00:00,Bebidas,Refrigerantes,Evandro,Sil,Paraná,Varejo,"632,47","0,15","94,8705",gypzs,kmpzM
,2035-08-23 00:00:00,Bebidas,Refrigerantes,Amaral,Sul,Rio Grande do Sul,Varejo,521.88,"0,19",99.1572,a9jL8,p3q58
nan,2035-08-23 00:00:00,Congelados,Sorvete,Amaral,Sul,Rio Grande do Sul,Atacarejo,"807,41","0,12","96,8892",81Dcx,j4f02
,2035-08-23 00:00:00,Bebidas,Refrigerantes,Daniele,Suweste,,Vareoo,556.88,0.11,"61,2568",hC8S0,eZqxN
,2035-08-23 00:00:00,Carnes,Frango,,Nordeste,Sergipe,Varejo,"523,77","0,14","73,3278",k8p0o,PlTLq
,2035-08-23 00:00:00,Latícinio,,Daniele,Sul,Paraná,Atacarejo,"940,1","0,05","47,005",S9svU,dxT2z
,2035-08-23 00:00:00,Bebidas,Refrigerantes,Daniele,Ssl,Rio Grande do Sul,Vjrejo,"736,65","0,19","139,9635",mjVik,qHvuI
,2035-08-24 00:00:00,Latícinio,Queijo,Vanessa,Sudeste,São Paulo,Atacado,968.46,0.11,106.5306,8tS56,y6sO8
,2035-08-24 00:00:00,Congelados,Sorvete,,Sudeste,São Paulo,Atacado,"640,25","0,19",121.64750000000001,932Lr,2aMFE
,2035-08-24 00:00:00,Bebidas,Refrigervntes,Leo,Sul,Rio Grande do Sul,Vhrejo,"595,41","0,05","29,7705",XZ9mP,6Em0Y
nan,2035-08-25 00:00:00,Latícinio,Queijo,Eyandro,Sudeste,Minas Gerais,Atacarejo,"761,83","0,13","99,0379",R3OBk,bqrN7
,2035-08-25 00:00:00,Congelados,Lasanha,Amaral,,Sergipe,Varejo,829,0e13,"107,77",1g750,DWAkn
,2035-08-25 00:00:00,,,Leo,Sudeste,São Paulo,Aiacado,983,"0,18","176,94",1ZLII,05MU6
,2035-08-25 00:00:00,Bebidas,Refrigerantes,Leo,Sul,Paraná,Atacado,"724,33",0.13,"94,1629",DBduO,cylAr
,2035-08-26 00:00:00,Congelados,Lasanha,Vanessa,Sul,Rio Grande do Sul,Varejo,"893,7",0.16,"142,992",PSt8e,WvLkK
,2035-08-27 00:00:00,Congelados,Sorvete,Vanessa,Sul,Rio Grande do Sul,Atacarejo,688.44,"0,09",,NcZeO,bncvJ
,2035-08-27 00:00:00,Carnes,Frango,Vanessa,Sul,Santa Catarina,Atacado,988.26,"0,19","187,7694",85SnG,UuptT
,2035-08-27 00:00:00,Latícinio,Leite,Leo,Sul,Paraná,Atacarejo,"851,46","0,11","93,6606",j8rSb,xx8qZ
,2035-08-27 00:00:00,Bebidas,Refrigerantes,Vanessa,Nordeste,Serlipe,Atacxrejo,,0.16,"99,0384",S2osJ,Aa0WG
,2035-08-28 00:00:00,Congelados,Sorvete,Vanessa,Notdeste,Bahia,Varejo,"829,19","0,18","149,2542",h4HOl,piqen
nan,2035-08-28 00:00:00,Bebidas,Refrigerantes,Vanessa,Nordeste,Rio Grande do jorte,Atacarejo,610.95,"0,05",30.547500000000003,YF7Em,1XGxn
,2035-08-29 00:00:00,Bebidas,Refrigerantes,Diniele,Sudeste,São Paulo,Varejo,"774,71","0,06","46,4826",qub5q,1rt1q
,2035-08-29 00:00:00,Bebidas,Rjfrigerantes,Vanersa,Sul,Paraná,Atacarejo,,"0,1","78,356",UBeFH,ToPO1
,2035-08-29 00:00:00,Carnes,Frango,Vanessa,Nordeste,Bahia,Atacado,"760,65","0,12","91,278",4i6C1,01jxg
,2035-08-31 00:00:00,,Sorvete,Amaral,Nordeste,Rio Grande do Norte,Varejo,"674,15","0,18","121,347",Zk4Pz,sCIl7
,2035-09-01 00:00:00,Congelados,Sorvete,Evandro,Sudeste,Minas Gerais,Atacado,"794,18","0,08","63,5344",2Vo4F,SIbZ8
,2035-09-01 00:00:00,Bebidas,Refrigerantes,Evandro,Sudeste,Minas Gerais,Atacarejo,"670,19","0,11",73.7209,NEOBz,cg4Kw
nan,2035-09-01 00:00:00,Bebidas,Refrigerantes,Vanessa,Sul,Rio Grande do Sul,Varejo,"523,39","0,13","68,0407",4R1om,PxMwD
,,Latícinio,Queijo,Vanessa,Nordeste,Bahia,Varejo,"987,37","0,11","108,6107",kYg7N,He7uK
,2035-09-01 00:00:00,Carnis,Frango,Jonas,Sul,Paraná,Varejo,"670,7","0,08","53,656",b95cx,yQit3
,2035-09-01 00:00:00,Bebidas,Refrigerantes,Amardl,Nordeste,Bahia,Varejo,"591,01",,"100,4717",ddR8f,gvCAW
,2035-09-02 00:00:00,Bebidms,Refrigerantes,Leo,Sul,Rio Grande do Sul,Atacado,950.67000b0000001,,nan,dQ0uT,4ULTT
,2035-09-02 00:00:00,Congelldos,Sorvete,Vanessa,Nordeste,Sergipe,Atacarejo,"893,12","0,16","142,8992",hFRRm,6HPQv
,2035-09-02 00:00:00,Bebidas,Refrigerantes,Daniele,Sudeste,Minas Gerais,Atacarejo,"580,11",0.12,6n.61319999999999,9ZSnx,lzjtK
,2035-09-02 00:00:00,,Bovina,Daniele,Sul,Santa Catarina,,793.5799999999999,"0,15",nan,W9iqG,n7xrW
,2035-09-02 00:00:00,Congelados,Sorvete,Leo,Sudeste,Rio de Janeiro,Atacado,"626,42","0,16","100,2272",MMoe7,eMMPW
,2035-09-02 00:00:00,Bebidas,Refrigerantes,aeo,Sudeste,Minas Gerais,Atacado,"567,28","0,15","85,092",afUt2,OfBvV
,2035-09-02 00:00:00,Latícinio,Leite,Amarhl,Nordeste,Bahia,Atacado,"897,34","0,09","80,7606",ERe7c,dhBnJ
,2035-09-03 00:00:00,Bebidas,Refrigerantes,Vanessa,Sul,Paraná,Atacado,,"0,11","66,9053",UswkR,0zAzr
,2035-09-04 00:00:00,Congelados,Lasanha,Vanessa,Sul,Rio Grande do Sul,,"738,76",,"118,2016",Th88E,q7nYQ
,2035-09-04 00:00:00,Bexidas,Refrigerantes,Evkndro,Sul,Paraná,Atakado,539.1,"0,15",80.865,x19vp,utT6S
nan,2035-09-04 00:00:00,Bebidas,Refrigesantes,Amaral,Nordeste,Rio Grande do Norte,,"648,41","0,15","97,2615",ZBdtj,Wi4YO
,2035-09-05 00:00:00,Carnes,Suína,Vanessa,Nordeste,Sergipe,Atacarejo,"727,66","0,18",130.97879999999998,3qnZA,qgWdc
nan,2035-09-05 00:00:00,Latícinio,Queijo,Vanessa,hul,Paraná,Atacarejo,,"0,13",nan,wgUTZ,C2fdH
nan,2035-09-05 00:00:00,Bebikas,Refrigerantes,Amaral,Sul,Paraná,Atacado,"826,14","0,09","74,3526",QkVLq,85exW
nan,2035-09-05 00:00:00,Latícinio,Leite,Leo,Nordeste,Bahia,Atacado,"848,86","0,12","101,8632",tnVBH,tJ54k
nan,2035-09-05 00:00:00,Latícinio,Queijo,Leo,Nordeste,Sergipe,Varejo,,"0,15","140,9175",3hy8q,KZzi3
,2035-09-06 00:00:00,Carnes,Bovina,gonas,Nordeste,Sergipe,Atacarejo,"589,31",0.15,"88,3965",Zclmx,uprqE
,2035-09-06 00:00:00,Latícinio,Leite,Amaral,Sdl,,Atacarejo,"832,12","0,18","149,7816",GTWRP,N0tlo
,2035-09-06 00:00:00,Carnes,Suína,Daniele,Nordeste,Sergipe,Atacado,895.97,"0,08","71,6776",KJujN,p27HV
,2035-09-06 00:00:00,Carnes,Suína,Vanessa,Nordeste,Babia,Atacarejo,"929,74","0,18","167,3532",9PeOm,FxhM5
nan,2035-09-07 00:00:00,Bebidas,Refrigerantes,Leo,Nordeste,Rio Grande do Norte,Varejo,"678,36","0,12","81,4032",AmZQw,feYqf
,2035-09-07 00:00:00,Latícinio,,Leo,Sudeste,São Paulo,Atacarejo,"551,71","0,14","77,2394",4lT9R,nrYX0
,2035-09-07 00:00:00,Latícinio,Leite,Amaral,Sudeste,Rio de Janeiro,Atacarejo,"659,66","0,12",79.1592,QullK,aODGS
nan,2035-09-07 00:00:00,Bebidas,Refrigerantes,Daniele,Nordeste,Rio rrande do Norte,Atacarejo,"938,97","0,07","65,7279",MT0q2,R7lkN
,2035-09-08 00:00:00,Latícinio,Leite,Vanessa,Sudeste,Minas Gerais,Atacarejo,"933,34","0,17",158.6678,2JGT9,9R9kO
nan,2035-09-08 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Santa Catarina,Atacarejo,"881,98",0.15,"132,297",fkLzq,K0zoO
nan,2035-09-09 00:00:00,Carnes,Bovina,Vanessa,Sudeute,São Paulo,Varejo,"572,16","0,08","45,7728",sunbC,wbRq5
,2035-09-09 00:00:00,Carnes,Bovina,Jonas,Sul,,Atacarejo,659.69,"0,08","52,7752",EjNoP,kRajT
,2035-09-09 00:00:00,Bebidas,Cervejas,Vanessa,Sul,Rio Grande do Sul,Atacado,947.1600000000001,"0,1","94,716",RqInJ,7lzsm
,2035-09-09 00:00:00,Carnes,Suína,Leo,Sudeste,São Paulo,Atacarejo,"926,44","0,1","92,644",EvBZX,PC4RB
nan,2035-09-10 00:00:00,Congelados,Sorvete,Jonas,Sul,Rio Grande do Sul,Atacarejo,"896,06","0,09","80,6454",jW5jF,Nrr8T
,2035-09-11 00:00:00,Latícinio,Queijo,Leo,Sul,Rio Grande do Sul,Atacado,635.9,nan,76.30799999999999,OPz2J,B6cLv
,2035-09-11 00:00:00,Congelados,Pizza,,Sudeste,São Paulo,Atacarejo,"571,68","0,08","45,7344",5UFbl,uLDxN
,2035-09-11 00:00:00,Carnes,Frango,Amaral,Sudeste,Rio de Janeiro,,"532,92",0.06,"31,9752",vPecX,llatB
,2035-09-11 00:00:00,Latícinio,Queijo,Vanessa,Sul,,Atacado,"551,05","0,17","93,6785",51CkT,Bnf8b
,2035-09-11 00:00:00,Congelados,Lasanha,Jonas,Sul,Paraná,Atacarejo,"574,86","0,15","86,229",g0sxi,vUDbH
,2035-09-11 00:00:00,Carnes,Frango,,Sudeste,Minas Gerais,Varejo,"797,47","0,16","127,5952",aIiZv,fqeXs
,2035-09-11 00:00:00,Latícinio,Leite,Evandro,Sul,Rio Grande do Sul,Atacarejo,"770,75",0.09,"69,3675",dSFvz,qzjtM
